Original_Review,Actual_Rating,Predicted_Label,Churn_Probability,Cleaned_Review
In my office location and home location only HDFC branch was available thats the reason i have selected the savings account from HDFC bank. In my family also most of the people are holding account from this bank. I need to hold a minimum balance of Rs. 5000. Internet banking facility is really good. I'm getting OTP immediately whenever i do the online transaction.,4.0,0,0.037997002198020324,office location home location hdfc branch available thats reason selected saving account hdfc bank family also people holding account bank need hold minimum balance internet banking facility really good getting otp immediately whenever online transaction
I am using savings account from  HDFC Bank more than 8 years. This is salary cums savings so no need to maintain minimum balance. If i do shopping or cash withdrawal i am getting alert message. Customer service was good and i got international debit card.,5.0,0,0.01320986903933224,using saving account hdfc bank year salary cum saving need maintain minimum balance shopping cash withdrawal getting alert message customer service good got international debit card
"15 years before,  i have opened the savings account from Corporation bank because all my family members are having a account with the same bank so they have recommended me. I need to hold a minimum balance of Rs. 500. I have not used the net banking facility and mobile app. Its a hassle free account to use.",5.0,0,0.0342720318777055,year opened saving account corporation bank family member account bank recommended need hold minimum balance used net banking facility mobile app hassle free account use
"Its been 5 years, i am holding my salary account from Bank of Baroda. I don't need to maintain any minimum balance. Their net banking facility is average. I am not using the mobile app. I have not gone to their branch till now. I am getting the SMS immediately whenever i do the transaction in my account.",5.0,0,0.06899284290457636,year holding salary account bank baroda need maintain minimum balance net banking facility average using mobile app gone branch till getting sm immediately whenever transaction account
"I am using ANDHRA Bank savings account more than 2 years. I have opened this account in my native so i am maintaining Rs. 500 as a minimum balance. If i withdrawal cash more than 5 times it will get charge, but i never exceed.  Customer service was not good, need to improve a lot and about technical support they are also not good.",4.0,0,0.25629597464125015,using andhra bank saving account year opened account native maintaining minimum balance withdrawal cash time get charge never exceed customer service good need improve lot technical support also good
"In the year of 2011, i have opened the salary account from United Bank of India since the branch is located opposite to my office. Its a zero balance account to use.  I am not using the Internet banking and mobile app facility. They don't deduct any hidden charges from my account.",5.0,0,0.0318348064615547,year opened salary account united bank india since branch located opposite office zero balance account use using internet banking mobile app facility deduct hidden charge account
I have being using  AXIS Bank saving account for more than three years. I have to maintain a minimum balance of Rs. 1000. When ever i do cash withdrawal and shopping i will be getting alert messages. Customer service and responsiveness was good.,5.0,0,0.026515515480970815,using axis bank saving account three year maintain minimum balance ever cash withdrawal shopping getting alert message customer service responsiveness good
"I have an Axis ASAP account. It was blocked on 29/08/2019 due to multiple transactions which were  between my other bank accounts. No 2nd party was involved. KYC has been updated. I visited the home branch a no. Of times, wrote a no of applications but no one is ready to help me out. It's been a long time but the bank isn't showing any effort from it's side. I didn't even receive a prior notice from The bank. It's very disappointing.",0.5,0,0.22019461223338016,axis asap account blocked due multiple transaction bank account party involved kyc updated visited home branch time wrote application one ready help long time bank showing effort side even receive prior notice bank disappointing
"I am holding savings account with KARNATAKA Bank for a long time. No need to maintain any minimum balance, i  am getting alert messages when ever i withdraw money. ATM facility is very near to my home, customer service and responsiveness was good.",2.5,0,0.12589420620549147,holding saving account karnataka bank long time need maintain minimum balance getting alert message ever withdraw money atm facility near home customer service responsiveness good
"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",5.0,0,0.04385712484549579,using state bank india saving account year account need maintain minimum balance visited branch open account branch response really good good internet banking facility
I have been using Kotak Mahindra bank salary account for last 1 year. I have not faced any issue from this account till now so that i have not gone to their branch so far. Its a zero balance account. Their customer care service is not upto the mark because i have sent a mail to them but i didn't received any reply from them.,4.0,0,0.09763568796367726,using kotak mahindra bank salary account last year faced issue account till gone branch far zero balance account customer care service upto mark sent mail received reply
I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,5.0,0,0.030468174304895897,using axis bank saving account year maintain minimum balance atm facility near home ever cash withdrawal getting alert message customer service response good
My company has provided me a salary account from Axis bank. I need to maintain a minimum balance of Rs. 10000 which is not mandatory anyway I'm maintaining it. Its good to use the Internet banking facility and the web access is very fast. I didn't visited their branch since i have not faced any problem from this account.,4.5,0,0.02398379093985408,company provided salary account axis bank need maintain minimum balance mandatory anyway maintaining good use internet banking facility web access fast visited branch since faced problem account
SBI is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account.  They are providing better services when i went to the branch for money related issue hence i am having this account from 2012. Its excellent to use the net banking facility.,5.0,0,0.1354565296501159,sbi providing better service charging high amount fee maintaining minimum balance amount account providing better service went branch money related issue hence account excellent use net banking facility
"I am holding salary account from HDFC for the past 4 years. It is a zero balance account. There is SMS charge is applicable of  3 months once for 60 rupees. ATM charges are also applicable if I do transaction from other bank  ATM more than 5 times in a month, charges are applicable of 26 rupees. ATM and branches are near from my place.",4.0,0,0.060859261378855105,holding salary account hdfc past year zero balance account sm charge applicable month rupee atm charge also applicable transaction bank atm time month charge applicable rupee atm branch near place
I have HDFC Bank saving account for the past 3 years only .I am using both net banking as well as mobile banking service which is very useful to track all transaction details .Banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction .,4.5,0,0.04910356732602438,hdfc bank saving account past year using net banking well mobile banking service useful track transaction detail banking service much comfortable transaction safe yet faced fraudulent transaction
I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,4.5,0,0.017508883463150035,sbi salary account user friendly transaction safe secured banking service using net banking service well mobile banking service mostly used money transfer recharge customer service also good getting good response approach assistance
In my city there are many ATMs and branches are  available. So last 7 years back I have opened my saving account with  CENTRAL BANK OF INDIA. The process was done on time to open an account. There is minimum balance to maintain of 500 rupees. But I haven't faced any additional charge. Net banking and mobile app both are user friendly to access.,4.0,0,0.0507572350877545,city many atm branch available last year back opened saving account central bank india process done time open account minimum balance maintain rupee faced additional charge net banking mobile app user friendly access
I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,0,0.03659434350694833,saving account south indian bank last year need maintain minimum amount monthly basis account using net banking mobile app user friendly access atm branch service good far faced additional charge
I am holding a salary account  with  SBI  past  6  years. There is no hidden charges in this bank. But need to maintain a minimum balance amount of 500 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. SMS charges are applicable on yearly once of 33 rupees. Mostly  I use  for online transaction.,4.0,0,0.0537714447242347,holding salary account sbi past year hidden charge bank need maintain minimum balance amount rupee using mobile app user friendly access use get alert message bank whenever transaction sm charge applicable yearly rupee mostly use online transaction
For my personal need I have opened a saving account with UNION BANK OF INDIA on 10 years ago. No need to maintain a minimum  balance amount and no hidden charges are applicable so far.  Their service is fine.  In my city there are 2 ATMS and branches are near from my place.,5.0,0,0.07216929749226343,personal need opened saving account union bank india year ago need maintain minimum balance amount hidden charge applicable far service fine city atm branch near place
I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,4.5,0,0.08003279309187947,using sbi salary account past year transaction detail getting message alert fraudulent transaction happend far need transaction detail track message every tansaction safe banking service pretty good comfortable
Allahabad has provided me an option to open a saving account with them which I am holding it for the past 15 years. In this account no need to maintain a minimum balance amount. Whenever I do a transaction I don't get alert message on time.  ATMs  and branch's are far away to reach them.,2.0,1,0.6249444662656414,allahabad provided option open saving account holding past year account need maintain minimum balance amount whenever transaction get alert message time atm branch far away reach
"I am having my salary account with HDFC bank for the past  5 years. Though its salary account, I need to maintain a minimum balance of 10K on monthly if not maintain charges are nominal. I am not getting any alert message.  Atm and branch's are far away from my place. There are SMS and ATM charges.",2.0,1,0.5809418121457874,salary account hdfc bank past year though salary account need maintain minimum balance monthly maintain charge nominal getting alert message atm branch far away place sm atm charge
I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,0,0.026823867182344224,holding saving account hdfc bank year hidden charge bank zero balance account using mobile app user friendly access atm branch near mobile app net banking user friendly
"I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",4.0,0,0.018815044136228646,holding saving salary account kotak mahindra bank year hidden charge bank zero balance account using mobile app user friendly access atm branch near mobile app net banking user friendly
"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,0,0.05772378765364173,using saving account axis bank year salary cum saving need maintain minimum balance app easy access atm service near residence customer service responsiveness good
Since the branch was located nearby my office so that i have opened the savings account from City Union Bank. I'm not aware of the minimum balance maintenance. I'm using their net banking facility and its easy to access. They don't deduct any hidden charges. But some charges are applied for other bank ATM withdrawals.,4.0,0,0.06036851488151176,since branch located nearby office opened saving account city union bank aware minimum balance maintenance using net banking facility easy access deduct hidden charge charge applied bank atm withdrawal
"I have opened the salary account 2 months before but only one month my salary got credited in HDFC. For the banking transaction, HDFC service is good and most of the staffs are having their salary account in HDFC so that i have selected the same. I don't need to maintain any minimum balance. Net banking facility is okay once the password got expired hence i have visited their branch and the response was okay.",5.0,0,0.018598021735935267,opened salary account month one month salary got credited hdfc banking transaction hdfc service good staff salary account hdfc selected need maintain minimum balance net banking facility okay password got expired hence visited branch response okay
Opened my salary account from Canara bank and it almost 11 years since i am using this account without facing any single issue. I need to maintain a minimum balance of Rs. 1000. Their online banking facility is good and i could find all the option in mobile app. I have visited their branch for a passbook entry and dropping a cheque anyway the response was good.,4.0,0,0.05451625928025715,opened salary account canara bank almost year since using account without facing single issue need maintain minimum balance online banking facility good could find option mobile app visited branch passbook entry dropping cheque anyway response good
"When I joined my work, they have provided a salary account from Karnataka Bank. From that date to till now, I'm holding this account only. I'm using the Internet banking facility and its average to use. The branch is located nearby my location and the staff response is good.",4.5,0,0.09939313357896758,joined work provided salary account karnataka bank date till holding account using internet banking facility average use branch located nearby location staff response good
"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",5.0,0,0.07825086019069522,past year using salary account hdfc bank zero balance account never visited branch till online applied passbook cheque book debit card lost received thing time additional charge imp neft transaction giving offer hdfc debit card also
"Everything is fine with SBI salary account but i don't get the proper response in the branch. When i call to the branch number, no one is ready to pick up the call. If they answered also, they will respond in staggered manner this has to be improved. I hold this SBI salary account for almost 8 years. I need to maintain a minimum balance of Rs. 1K  earlier converted from savings account to salary account.",4.0,0,0.192734806573447,everything fine sbi salary account get proper response branch call branch number one ready pick call answered also respond staggered manner improved hold sbi salary account almost year need maintain minimum balance earlier converted saving account salary account
"I have been using saving account from AXIS bank for the past 2 years. I have visited to bank and opened an account for myself. Need to maintain a minimum amount of 10K which is high, hidden charges are applicable on monthly like around 1000 rupees which is very high. ATM and branch's are far away from my place.  Mobile app  is not working. ATM charge is applicable for 55 rupees  if I do transactions more than 4 times in a month.  SMS charge applicable on quarterly basis of 400 rupees. These all charges can be neglected.",5.0,0,0.11823273630429196,using saving account axis bank past year visited bank opened account need maintain minimum amount high hidden charge applicable monthly like around rupee high atm branch far away place mobile app working atm charge applicable rupee transaction time month sm charge applicable quarterly basis rupee charge neglected
I am holding a salary account from CANARA bank for past 10 years. Though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees.  Hidden charges also applicable of 1000 rupees. ATM and branch's are near from my place.  In this bank there is bounce charge and if I use the debit card in other ATM for cash withdraw charges are applicable.,5.0,0,0.09518978314000731,holding salary account canara bank past year though salary account need maintain minimum amount rupee maintain charge applicable rupee hidden charge also applicable rupee atm branch near place bank bounce charge use debit card atm cash withdraw charge applicable
"I have opened an account for a saving purpose from HDFC bank on 3 months back. Need to maintain minimum balance amount of 10K which is high, if not they are charging 850 rupees that is high from this bank. Also they do charge for debit card transactions. ATM charges are applicable for this account.",5.0,0,0.1264802374543036,opened account saving purpose hdfc bank month back need maintain minimum balance amount high charging rupee high bank also charge debit card transaction atm charge applicable account
I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,4.0,0,0.09062937651994206,holding saving account city union bank year hidden charge bank need maintain minimum balance using mobile app user friendly access use get alert message bank whenever transaction atm charge available
I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,4.0,0,0.061093502666391325,holding saving account sbi past year school day opened account need maintain minimum amount rupee done transaction monthly charge applicable rupee mainly use mobile app net banking user friendly
I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,0,0.018384652446797628,holding saving salary account union bank year hidden charge bank zero balance account using mobile app user friendly access atm branch near mobile app net banking user friendly
In Saraswat Co-operative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank. Its a zero balance account. They have all the option in their net banking facility and its easy to access the mobile app. I can access the ATM in all the places. They are not taking any hidden charges.,5.0,0,0.044385822968272474,saraswat operative bank company maintaining transaction provided salary account bank zero balance account option net banking facility easy access mobile app access atm place taking hidden charge
"I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",5.0,0,0.0506525895432358,maintain minimum balance rupee union bank india even charge non maintenance account past year mobile app net banking user friendly access think atm charge applicable
I maintain a saving account with SOUTH INDIAN BANK for my personal use. I have been holding account more than 10 years. There is no need to maintain a minimum balance. So far I haven't faced any issue. ATM and branch services are good. I am using mobile app which is user friendly to access.,5.0,0,0.04607766461829341,maintain saving account south indian bank personal use holding account year need maintain minimum balance far faced issue atm branch service good using mobile app user friendly access
I am holding a salary account  from CANARA bank for more than 2.5 years. There is no hidden charges in this bank and no need to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I use to get an alert messages from bank whenever I do a transactions.,5.0,0,0.022980963570790186,holding salary account canara bank year hidden charge bank need maintain minimum balance using mobile app net banking user friendly access use get alert message bank whenever transaction
"I am using  STANDARD CHARTERED savings account more than 3.5 year. This is salary comes savings, no need to maintain minimum balance.  Every day i can withdrawal cash  upto Rs.50,000 and I will receive alert msg from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was good.",4.5,0,0.0586614963772527,using standard chartered saving account year salary come saving need maintain minimum balance every day withdrawal cash upto receive alert msg bank also linked account online like google pay easy payment spoke bank executive directly good
"From 2018, i have been using the salary account from IDBI bank and the banking service is good. I went to their branch and the response was good. Staffs are very helpful. Its a zero balance account to use. Totally, I'm quite satisfied with their services. They are sending the notifications immediately whenever i do the transaction.",5.0,0,0.08844512165462362,using salary account idbi bank banking service good went branch response good staff helpful zero balance account use totally quite satisfied service sending notification immediately whenever transaction
"Past 3 years, i have been using the salary account from Indusind bank. Its a zero balance account. Their net banking facility is good but I'm unable to open the app because most of the times its getting hanging. I never visited their branch for any kind of request and there were no offers for debit cards.",4.0,0,0.05274422046826177,past year using salary account indusind bank zero balance account net banking facility good unable open app time getting hanging never visited branch kind request offer debit card
"I am having 811 saving account with Kotak Bank for more than a year.  Even though its a saving account, there is no need to maintain a minimum balance. I have opened this account through online and  executive came to home to complete KYC process which is done on time. ATM charges are applicable of 200 plus GST per year.",5.0,0,0.14089639831964842,saving account kotak bank year even though saving account need maintain minimum balance opened account online executive came home complete kyc process done time atm charge applicable plus gst per year
When I was working in previous company at that time I have opened salary account from Bank of Baroda. Now I moved to other company hence this account has been converted to saving account. I am holding this account for past 4 years. It is a zero balance account. They are detecting 365 rupees for message alert on yearly basis.,5.0,0,0.1451211583257078,working previous company time opened salary account bank baroda moved company hence account converted saving account holding account past year zero balance account detecting rupee message alert yearly basis
"I am holding a salary account from KOTAK bank for more than a year. No need a maintain  minimum amount on monthly basis. There are many branch's available in my city when compared to others. Mobile app is user  friendly to access. Whenever contact their service, they were responsive.",5.0,0,0.1316741798804795,holding salary account kotak bank year need maintain minimum amount monthly basis many branch available city compared others mobile app user friendly access whenever contact service responsive
"SBI is providing a full support for my savings account. Its easy to connect with the call centre people. In the year of 2011, i have opened the savings account from SBI because of the good services. I need to hold a minimum balance of Rs. 5K. Their internet banking services are really fine.",5.0,0,0.1336988769876165,sbi providing full support saving account easy connect call centre people year opened saving account sbi good service need hold minimum balance internet banking service really fine
I am holding a salary account  from AXIS bank for more than 3 years. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions.  There is some ATM charges are applicable.,4.0,0,0.09292796853069357,holding salary account axis bank year hidden charge bank zero balance account using mobile app user friendly access use get alert message bank whenever transaction atm charge applicable
"I maintain my saving account with DBS bank for the past 5 years. There is more facility and every transaction charges are low but in other bank charges are applicable. It is a zero balance account and no hidden charges. For this bank, there is only one branch available in my city. Mobile app and net banking both are user friendly to access. Some time I faced server down issue and I will get intimation from bank through message.",5.0,0,0.05922111179025032,maintain saving account db bank past year facility every transaction charge low bank charge applicable zero balance account hidden charge bank one branch available city mobile app net banking user friendly access time faced server issue get intimation bank message
I have been holding an account for a saving with SBI for long times. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking both are user friendly to access. I am getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,5.0,0,0.0522719836594539,holding account saving sbi long time hidden charge bank zero balance account using mobile app net banking user friendly access getting alert message bank whenever transaction atm branch near reach directly
I do have a saving account with CITY UNION Bank more than 3 years. This is a  salary cum savings so no need to maintain minimum balance  but I use to maintain some amount. The saving account was linked with PAYTM and its very good application. I got a debit card and they are charging 25 rupees annually.,5.0,0,0.10430164197705732,saving account city union bank year salary cum saving need maintain minimum balance use maintain amount saving account linked paytm good application got debit card charging rupee annually
I have salary account with HDFC bank for more than 10 years. I use to get many offer messages for loans and card from bank end. It is a zero balance account. There is no hidden charges applicable. But I faced only  ATM charges are applicable of 23 rupees if I do a transaction more than  5 times in a month. Atm and branches are near. I am using  net banking and it is user friendly to access.,5.0,0,0.01628034201037015,salary account hdfc bank year use get many offer message loan card bank end zero balance account hidden charge applicable faced atm charge applicable rupee transaction time month atm branch near using net banking user friendly access
"My savings account is with CITI Bank and i am using this account more than 7-8 months. No need to maintain minimum balance since this is a salary cums savings. Customer service was good and i am getting alert messages for cash withdrawal , ATM service are very less but I have bank ATM at office.",4.5,0,0.08222172692272275,saving account citi bank using account month need maintain minimum balance since salary cum saving customer service good getting alert message cash withdrawal atm service less bank atm office
I maintain salary come saving  account with KARNATAKA bank for the past  1.4 years. It is a minimum account balance of  5K. Some time I  maintain up to 10K. Charges are nominal. There is no hidden charges. ATM and branches are near from my place. Atm charges are  applicable of 30 rupees if I do transaction more than 5 times.,5.0,0,0.15688639563716353,maintain salary come saving account karnataka bank past year minimum account balance time maintain charge nominal hidden charge atm branch near place atm charge applicable rupee transaction time
"I have been using HDFC salary account for last 3 years. Its a zero balance maintenance account. Its convenient to use the net banking facility without facing any hassle.  Branch is located to nearby my place and the response was okay because when I have given the request to change the address, they are not providing proper response.",5.0,0,0.08114170497869991,using hdfc salary account last year zero balance maintenance account convenient use net banking facility without facing hassle branch located nearby place response okay given request change address providing proper response
"When I was working in my previous company, so I have opened a salary account from State Bank of India. Though I need to maintain a minimum balance of Rs. 3,000.  I'm not using this account much, but still its active to use this account for third party app and now this is my secondary account. Bank staff response is prompt. Overall, I'm happy about their service.",5.0,0,0.1480557435100479,working previous company opened salary account state bank india though need maintain minimum balance using account much still active use account third party app secondary account bank staff response prompt overall happy service
"I am holding my salary account from AXIS Bank almost 2 years ago. I have opened this account through online. Once I done, I do not have much knowledge about banking services. Its a Zero balance account hence i never maintained any minimum balance. Their website is easy to understand.",5.0,0,0.04758577310656655,holding salary account axis bank almost year ago opened account online done much knowledge banking service zero balance account hence never maintained minimum balance website easy understand
I am using the savings account from INDUSIND Bank from 2016. One of the staff is friend of mine and he asked me to open this account. There is no minimum balance required. Its fine to use an Internet banking and mobile app facility. Staffs are very responsive and helpful in the branch. Almost I can find the ATM facility in all the places.,5.0,0,0.05596594262515661,using saving account indusind bank one staff friend mine asked open account minimum balance required fine use internet banking mobile app facility staff responsive helpful branch almost find atm facility place
"I have opened the salary account from Allahabad bank for past  November 2018, because the branch is located next building of my office. I went to their branch to open this account and the branch response was fine. I have to hold a minimum balance of Rs. 2,500 for availing a cheque facility. They are not taking any kind of hidden charges. Staffs are very less in the branch which can be improved on it.  Always the queue will be long in this bank.",5.0,0,0.07135860427011849,opened salary account allahabad bank past november branch located next building office went branch open account branch response fine hold minimum balance availing cheque facility taking kind hidden charge staff less branch improved always queue long bank
I am using HDFC Bank Salary account which i am using for the past 1 year.I am using net banking service as well as mobile banking service both are very user friendly both the service  is used for money transfer and EMI  .Each transaction is safe and very secure .Banking service is much comfortable to me .,5.0,0,0.03068065541608713,using hdfc bank salary account using past year using net banking service well mobile banking service user friendly service used money transfer emi transaction safe secure banking service much comfortable
Its been a year since I'm having a salary account from Kotak Mahindra bank. I don't need to maintain any minimum balance. I'm using mobile app which is good to use. I haven't experienced of the Internet banking. I haven't visited any of the branch of Kotak Mahindra bank. I'm getting a immediate notifications whenever i swipe the card in POS machines.,5.0,0,0.04573675649325898,year since salary account kotak mahindra bank need maintain minimum balance using mobile app good use experienced internet banking visited branch kotak mahindra bank getting immediate notification whenever swipe card po machine
"Its been last 3 years, i am having a salary account from HDFC bank. I don't need to hold any minimum balance. I don't access their net banking facility and mobile application. Once i went to the branch for a verification purpose and the reply was prompt. I can withdraw upto Rs. 50000 from my ATM.",4.5,0,0.04562001432715561,last year salary account hdfc bank need hold minimum balance access net banking facility mobile application went branch verification purpose reply prompt withdraw upto atm
"From SBI, i have been using savings account for a quite long time. I am maintaining some minimum balance and also they given a domestic debit card. Customer service and responsiveness was good.  I am getting alert messages when ever i do transaction.",4.0,0,0.10697100939057336,sbi using saving account quite long time maintaining minimum balance also given domestic debit card customer service responsiveness good getting alert message ever transaction
"For past 6 years, i have been holding the salary account from HDFC bank and its a zero balance account.  Also it is good to access their Internet banking and mobile app facility. I have visited their branch to avail a personal loan and the response was not good in my home town because the executives are very clumsy and they take too much  of time and not responsive. There is no proper follow up also.",5.0,0,0.0361003981805306,past year holding salary account hdfc bank zero balance account also good access internet banking mobile app facility visited branch avail personal loan response good home town executive clumsy take much time responsive proper follow also
"I took my savings account from State Bank of India. In the year of 2005, i have opened this account because SBI is having a lots of ATM in all over India and good service. I don't use their Internet banking facility and mobile app facility because of the fraudulent activity in the market. Branch response was upto the mark.",5.0,0,0.12953932739757376,took saving account state bank india year opened account sbi lot atm india good service use internet banking facility mobile app facility fraudulent activity market branch response upto mark
"More than 10 years ago, i have opened the savings account from mercantile bank. Since the branch is available in walkable distance, i have selected this bank. I need to hold a minimum balance of Rs. 1000. They are not taking any kind of extra charges. I am not using this account online banking and mobile app.",5.0,0,0.030894468354653214,year ago opened saving account mercantile bank since branch available walkable distance selected bank need hold minimum balance taking kind extra charge using account online banking mobile app
Opened my salary account with SBI in the year of 2014. I don't need to maintain any minimum balance in this account. I am using the Internet banking and YONO app both is good to use. Monthly once i used to visit the branch for passbook entry and the response was not good because they won't give any response immediately and process will get delayed.,4.0,0,0.034732343701042716,opened salary account sbi year need maintain minimum balance account using internet banking yono app good use monthly used visit branch passbook entry response good give response immediately process get delayed
"I haven't faced any issue with CITI bank salary account even there is no un-necessary promotional calls also. In my previous company, they have provided me a salary account from CITI bank. It was a zero balance account. Its absolutely fine with the internet banking hence its easy to do the transaction. Their app also very user friendly to use.",5.0,0,0.07357092809702341,faced issue citi bank salary account even necessary promotional call also previous company provided salary account citi bank zero balance account absolutely fine internet banking hence easy transaction app also user friendly use
"I'm getting on time response from HDFC when i enquire about some request. if they provide me crisp and clear information to the customer, it would be fine. Sometimes, i am getting so many calls from the promotional team people. I am using HDFC salary account from past 7 months.",5.0,0,0.1728340142134136,getting time response hdfc enquire request provide crisp clear information customer would fine sometimes getting many call promotional team people using hdfc salary account past month
"Its almost more than 12 years, i have been using this salary account from HDFC. I have visited the branch and the staffs are very much helpful. They have allocated separate Relationship manager for me hence i don't need to connect with the call centre people. I can use the other bank ATM multiple times without having any additional charges.",5.0,0,0.07866123094958209,almost year using salary account hdfc visited branch staff much helpful allocated separate relationship manager hence need connect call centre people use bank atm multiple time without additional charge
Opened my salary account with HDFC last 2 years back. Its a zero balance account and their Internet banking facility is easy to handle. They are not taking me any extra charges from my account. There is no limit for withdrawing the money from ATM. I never gone to their branch for any kind of request or complaints.,4.0,0,0.09094446084330453,opened salary account hdfc last year back zero balance account internet banking facility easy handle taking extra charge account limit withdrawing money atm never gone branch kind request complaint
Taken my savings account from SBI which is a salary cums savings no need to maintain minimum balance. I opened this account 10 years ago and the branch is available near to my home. I am using their online banking facility and its good to use. Service was okay.,4.0,0,0.05326125308677556,taken saving account sbi salary cum saving need maintain minimum balance opened account year ago branch available near home using online banking facility good use service okay
I have been using savings account with SBI  for more than 12 years and its been very good experience. They are giving moderate interest rate for savings account and its okay. I'm using mobile banking for checking balance and to do transactions. Their app is easy to access.,5.0,0,0.05381442011876492,using saving account sbi year good experience giving moderate interest rate saving account okay using mobile banking checking balance transaction app easy access
"My savings account is with HDFC Bank, i am maintaining minimum balance of Rs. 5k. Atm facilities  are more, cash withdrawal, shopping and all i am getting alert messages. Customer service was good and there is a yearly charges for debit card is Rs.200 .",5.0,0,0.04760381678571692,saving account hdfc bank maintaining minimum balance atm facility cash withdrawal shopping getting alert message customer service good yearly charge debit card
My savings account  with DBS Bank and i am using this account more than 4 years. I am maintaining minimum balance of Rs. 1000 and also i am getting  alert message immediately for card swipe and  cash withdrawal. They are very helpful and the customer service is  good. I am using this card more than 4 years and this is a international debit card.,5.0,0,0.07039906329104563,saving account db bank using account year maintaining minimum balance also getting alert message immediately card swipe cash withdrawal helpful customer service good using card year international debit card
BANK OF BARODA has given an opportunity to open account for savings and I am having account with them for the past 10 years. It is a minimum balance of 5K. I felt some hidden charge are applicable and they detect  amount of 17.5 rupees on monthly basis.,5.0,0,0.18111851859944644,bank baroda given opportunity open account saving account past year minimum balance felt hidden charge applicable detect amount rupee monthly basis
I maintain a saving account with SBI for more than 10 years.  In this account need to maintain a minimum balance of 5K. If not some charges are applicable. I am using mobile app and net banking both are user friendly to access. I get credit card and loan offer messages.,5.0,0,0.046256598838532836,maintain saving account sbi year account need maintain minimum balance charge applicable using mobile app net banking user friendly access get credit card loan offer message
I have been maintaining my savings account with AXIS bank for more than 3 years. Actually i opened zero balance account there is no need to maintain a minimum balance but ATM and branch's are near from my place. Mobile app and net banking are user friendly to access.,4.0,0,0.027983347230719362,maintaining saving account axis bank year actually opened zero balance account need maintain minimum balance atm branch near place mobile app net banking user friendly access
I have been holding an account for a saving with SBI for more than 6 years. There is no hidden charges in this bank and i have to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. I am getting an alert messages immediately from bank whenever I do a transactions and this is the best bank.,4.0,0,0.043631128462762715,holding account saving sbi year hidden charge bank maintain minimum balance using mobile app net banking user friendly access getting alert message immediately bank whenever transaction best bank
